timestep,timestamp_ns,elapsed_s,qpos_left_j1,qpos_left_j2,qpos_left_j3,qpos_left_j4,qpos_left_j5,qpos_left_j6,qpos_left_gripper,qpos_right_j1,qpos_right_j2,qpos_right_j3,qpos_right_j4,qpos_right_j5,qpos_right_j6,qpos_right_gripper,qvel_left_j1,qvel_left_j2,qvel_left_j3,qvel_left_j4,qvel_left_j5,qvel_left_j6,qvel_left_gripper,qvel_right_j1,qvel_right_j2,qvel_right_j3,qvel_right_j4,qvel_right_j5,qvel_right_j6,qvel_right_gripper,action_left_j1,action_left_j2,action_left_j3,action_left_j4,action_left_j5,action_left_j6,action_left_gripper,action_right_j1,action_right_j2,action_right_j3,action_right_j4,action_right_j5,action_right_j6,action_right_gripper
369,2142088530898,12.191111189,0.0,1.6537692546844482,-1.0821739435195923,0.8913047313690186,0.06850416958332062,0.016057029366493225,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02880096435546875,-0.4153907299041748,0.7819056510925293,0.0,0.049741894006729126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6537692546844482,-1.0887364149093628,0.9038013219833374,0.06850416958332062,0.015603243373334408,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2142122162447,12.224742738,0.0,1.6537692546844482,-1.0887364149093628,0.9038013219833374,0.06850416958332062,0.015603243373334408,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3281235694885254,0.6248295307159424,0.0,-0.022689299657940865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.657469391822815,-1.0994876623153687,0.923994779586792,0.06850416958332062,0.01864011585712433,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2142155272249,12.25785254,0.0,1.657469391822815,-1.0994876623153687,0.923994779586792,0.06850416958332062,0.01864011585712433,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18500685691833496,-0.537562370300293,1.0096728801727295,0.0,0.1518436223268509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.1136771440505981,0.9405230283737183,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2142188587982,12.291168273,0.0,1.6577311754226685,-1.1136771440505981,0.9405230283737183,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013089179992675781,-0.7094740867614746,0.8264124393463135,0.0,-0.00959932804107666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.1267496347427368,0.9512393474578857,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2142222506582,12.325086873,0.0,1.6577311754226685,-1.1267496347427368,0.9512393474578857,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6536245346069336,0.535815954208374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.1446218490600586,0.9640325903892517,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2142255344237,12.357924528,0.0,1.6577311754226685,-1.1446218490600586,0.9640325903892517,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8936107158660889,0.6396621465682983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.1639600992202759,0.975726306438446,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2142289023577,12.391603868,0.0,1.6577311754226685,-1.1639600992202759,0.975726306438446,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9669125080108643,0.5846858024597168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.1831412315368652,0.9825505614280701,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,2142322161475,12.424741766,0.0,1.6577311754226685,-1.1831412315368652,0.9825505614280701,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9590566158294678,0.34121274948120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.2029507160186768,0.9922720193862915,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2142355457937,12.458038228,0.0,1.6577311754226685,-1.2029507160186768,0.9922720193862915,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9904742240905762,0.4860728979110718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.2209974527359009,1.0007543563842773,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,2142389089606,12.491669897,0.0,1.6577311754226685,-1.2209974527359009,1.0007543563842773,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.902336835861206,0.424116849899292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.2373861074447632,1.0113310813903809,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,2142423478238,12.526058529,0.0,1.6577311754226685,-1.2373861074447632,1.0113310813903809,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8194327354431152,0.5288362503051758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6577311754226685,-1.2504585981369019,1.0218379497528076,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2142456118191,12.558698482,0.0,1.6577311754226685,-1.2504585981369019,1.0218379497528076,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6536245346069336,0.5253434181213379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6546244621276855,-1.2650146484375,1.0377378463745117,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,2142489177809,12.5917581,0.0,1.6546244621276855,-1.2650146484375,1.0377378463745117,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1553356647491455,-0.7278025150299072,0.7949948310852051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6516748666763306,-1.2776682376861572,1.0524510145187378,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,2142522723719,12.62530401,0.0,1.6516748666763306,-1.2776682376861572,1.0524510145187378,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14747977256774902,-0.6326794624328613,0.7356584072113037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6477653980255127,-1.2858712673187256,1.063743233680725,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,2142556028549,12.65860884,0.0,1.6477653980255127,-1.2858712673187256,1.063743233680725,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19547343254089355,-0.41015148162841797,0.5646109580993652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6411330699920654,-1.2936031818389893,1.0770251750946045,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,2142589538507,12.692118798,0.0,1.6411330699920654,-1.2936031818389893,1.0770251750946045,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3316164016723633,-0.3865957260131836,0.6640970706939697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6328601837158203,-1.2978616952896118,1.086554765701294,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,2142623108715,12.725689006,0.0,1.6328601837158203,-1.2978616952896118,1.086554765701294,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41364431381225586,-0.21292567253112793,0.47647953033447266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6248316764831543,-1.3003575801849365,1.0966078042984009,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2142656407984,12.758988275,0.0,1.6248316764831543,-1.3003575801849365,1.0966078042984009,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4014253616333008,-0.12479424476623535,0.5026519298553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6145168542861938,-1.302207589149475,1.1054565906524658,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,2142689175113,12.791755404,0.0,1.6145168542861938,-1.302207589149475,1.1054565906524658,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157411098480225,-0.09250044822692871,0.44243931770324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6028231382369995,-1.3020156621932983,1.113432765007019,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2142723235981,12.825816272,0.0,1.6028231382369995,-1.3020156621932983,1.113432765007019,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5846858024597168,0.00959634780883789,0.39880871772766113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5904487371444702,-1.3020156621932983,1.1199952363967896,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,2142755915101,12.858495392,0.0,1.5904487371444702,-1.3020156621932983,1.1199952363967896,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6187200546264648,0.0,0.3281235694885254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777426958084106,-1.3020156621932983,1.1290884017944336,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,2142789075149,12.89165544,0.0,1.5777426958084106,-1.3020156621932983,1.1290884017944336,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6353020668029785,0.0,0.45465826988220215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5650367736816406,-1.3020156621932983,1.1342719793319702,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,2142823467850,12.926048141,0.0,1.5650367736816406,-1.3020156621932983,1.1342719793319702,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.635296106338501,0.0,0.25917887687683105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5570605993270874,-1.3020156621932983,1.137012243270874,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,2142856390276,12.958970567,0.0,1.5570605993270874,-1.3020156621932983,1.137012243270874,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39880871772766113,0.0,0.13701319694519043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5424346923828125,-1.3020156621932983,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,2142889154937,12.991735228,0.0,1.5424346923828125,-1.3020156621932983,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7312953472137451,0.0,0.0034868717193603516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5267267227172852,-1.3020156621932983,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,2142922725449,13.02530574,0.0,1.5267267227172852,-1.3020156621932983,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7853984832763672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512851357460022,-1.304406762123108,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2142956271867,13.058852158,0.0,1.512851357460022,-1.304406762123108,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6937682628631592,-0.11955499649047852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4951887130737305,-1.3071469068527222,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,2142989348699,13.09192899,0.0,1.4951887130737305,-1.3071469068527222,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8831322193145752,-0.1370072364807129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4785730838775635,-1.3119291067123413,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,2143022611053,13.125191344,0.0,1.4785730838775635,-1.3119291067123413,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8307814598083496,-0.23910999298095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.462359070777893,-1.3185089826583862,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,2143056011247,13.158591538,0.0,1.462359070777893,-1.3185089826583862,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8107006549835205,-0.3289937973022461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4461798667907715,-1.3260836601257324,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,2143089248639,13.19182893,0.0,1.4461798667907715,-1.3260836601257324,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8089601993560791,-0.37873387336730957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4300354719161987,-1.3348453044891357,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,2143123395216,13.225975507,0.0,1.4300354719161987,-1.3348453044891357,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8072197437286377,-0.438082218170166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.417259693145752,-1.3436765670776367,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,2143156513307,13.259093598,0.0,1.417259693145752,-1.3436765670776367,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6387889385223389,-0.44156312942504883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4020928144454956,-1.3560858964920044,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,2143189401674,13.291981965,0.0,1.4020928144454956,-1.3560858964920044,1.1370819807052612,0.06850416958332062,0.018448129296302795,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7583439350128174,-0.6204664707183838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3875367641448975,-1.3706419467926025,1.1370819807052612,0.06850416958332062,0.015917403623461723,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,2143223633585,13.326213876,0.0,1.3875367641448975,-1.3706419467926025,1.1370819807052612,0.06850416958332062,0.015917403623461723,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7278025150299072,-0.7278025150299072,0.0,0.0,-0.1265362799167633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376802921295166,-1.3829989433288574,1.1370819807052612,0.06850416958332062,0.014870204962790012,0.0003000000142492354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
